 ,image,char,Open Sans,Sansation,Titillium Web,Ubuntu Mono,Alex Brush
18435,roti_50.jpg_0,m,1,0,0,0,0
18436,roti_50.jpg_0,:,1,0,0,0,0
18437,swimming_47.jpg_0,I,0,0,0,1,0
18438,swimming_47.jpg_0,B,0,0,0,1,0
18439,swimming_47.jpg_0,M,0,0,0,1,0
18440,swimming_77.jpg_0,a,0,0,0,1,0
18441,swimming_77.jpg_0,b,0,0,0,1,0
18442,swimming_77.jpg_0,o,0,0,0,1,0
18443,swimming_77.jpg_0,u,0,0,0,1,0
18444,swimming_77.jpg_0,t,0,0,0,1,0
18445,sun_104.jpg_0,f,0,0,0,1,0
18446,sun_104.jpg_0,r,0,0,0,1,0
18447,sun_104.jpg_0,o,0,0,0,1,0
18448,sun_104.jpg_0,m,0,0,0,1,0
18449,cows_146.jpg_0,B,1,0,0,0,0
18450,cows_146.jpg_0,o,1,0,0,0,0
18451,cows_146.jpg_0,b,1,0,0,0,0
18452,hubble_40.jpg_0,a,0,0,1,0,0
18453,hubble_40.jpg_0,r,0,0,1,0,0
18454,hubble_40.jpg_0,e,0,0,1,0,0
18455,leopard_40.jpg_0,t,0,0,0,0,1
18456,leopard_40.jpg_0,h,0,0,0,0,1
18457,leopard_40.jpg_0,e,0,0,0,0,1
18458,crater_48.jpg_0,o,1,0,0,0,0
18459,crater_48.jpg_0,r,1,0,0,0,0
18460,crater_48.jpg_0,d,1,0,0,0,0
18461,crater_48.jpg_0,e,1,0,0,0,0
18462,crater_48.jpg_0,r,1,0,0,0,0
18463,kathak_20.jpg_0,a,0,0,0,0,1
18464,kathak_20.jpg_0,n,0,0,0,0,1
18465,kathak_20.jpg_0,d,0,0,0,0,1
18466,hiking_148.jpg_0,l,0,1,0,0,0
18467,hiking_148.jpg_0,e,0,1,0,0,0
18468,hiking_148.jpg_0,s,0,1,0,0,0
18469,hiking_148.jpg_0,s,0,1,0,0,0
18470,hubble_72.jpg_0,f,0,0,0,1,0
18471,hubble_72.jpg_0,u,0,0,0,1,0
18472,hubble_72.jpg_0,n,0,0,0,1,0
18473,hubble_72.jpg_0,.,0,0,0,1,0
18474,building_15.jpg_0,R,0,1,0,0,0
18475,building_15.jpg_0,o,0,1,0,0,0
18476,building_15.jpg_0,b,0,1,0,0,0
18477,building_15.jpg_0,.,0,1,0,0,0
18478,tennis_125.jpg_0,1,0,1,0,0,0
18479,tennis_125.jpg_0,9,0,1,0,0,0
18480,tennis_125.jpg_0,9,0,1,0,0,0
18481,tennis_125.jpg_0,3,0,1,0,0,0
18482,delhi_40.jpg_0,m,0,1,0,0,0
18483,delhi_40.jpg_0,a,0,1,0,0,0
18484,delhi_40.jpg_0,t,0,1,0,0,0
18485,delhi_40.jpg_0,t,0,1,0,0,0
18486,delhi_40.jpg_0,e,0,1,0,0,0
18487,delhi_40.jpg_0,r,0,1,0,0,0
18488,bay+area_64.jpg_0,o,0,0,0,0,1
18489,bay+area_64.jpg_0,v,0,0,0,0,1
18490,bay+area_64.jpg_0,e,0,0,0,0,1
18491,bay+area_64.jpg_0,r,0,0,0,0,1
18492,leather_31.jpg_0,a,0,0,0,0,1
18493,leather_31.jpg_0,n,0,0,0,0,1
18494,leather_31.jpg_0,d,0,0,0,0,1
18495,crater_96.jpg_0,S,0,0,1,0,0
18496,crater_96.jpg_0,p,0,0,1,0,0
18497,crater_96.jpg_0,a,0,0,1,0,0
18498,crater_96.jpg_0,c,0,0,1,0,0
18499,crater_96.jpg_0,e,0,0,1,0,0
18500,ballet_112.jpg_0,a,0,0,1,0,0
18501,ballet_112.jpg_0,n,0,0,1,0,0
18502,ballet_112.jpg_0,d,0,0,1,0,0
18503,traffic_19.jpg_0,c,0,1,0,0,0
18504,traffic_19.jpg_0,a,0,1,0,0,0
18505,traffic_19.jpg_0,n,0,1,0,0,0
18506,living+room_141.jpg_0,t,0,0,1,0,0
18507,living+room_141.jpg_0,h,0,0,1,0,0
18508,living+room_141.jpg_0,e,0,0,1,0,0
18509,peacock_139.jpg_0,I,0,0,1,0,0
18510,peacock_139.jpg_0,',0,0,1,0,0
18511,peacock_139.jpg_0,m,0,0,1,0,0
18512,batman_66.jpg_0,w,0,0,0,0,1
18513,batman_66.jpg_0,a,0,0,0,0,1
18514,batman_66.jpg_0,s,0,0,0,0,1
18515,kathmandu_107.jpg_0,d,1,0,0,0,0
18516,kathmandu_107.jpg_0,o,1,0,0,0,0
18517,kathmandu_107.jpg_0,e,1,0,0,0,0
18518,kathmandu_107.jpg_0,s,1,0,0,0,0
18519,war_51.jpg_0,>,0,0,0,1,0
18520,war_51.jpg_0,E,0,0,0,1,0
18521,war_51.jpg_0,d,0,0,0,1,0
18522,war_51.jpg_0,d,0,0,0,1,0
18523,war_51.jpg_0,i,0,0,0,1,0
18524,war_51.jpg_0,e,0,0,0,1,0
18525,leopard_19.jpg_0,D,0,0,0,0,1
18526,leopard_19.jpg_0,y,0,0,0,0,1
18527,leopard_19.jpg_0,e,0,0,0,0,1
18528,leopard_19.jpg_0,r,0,0,0,0,1
18529,eric+clapton_76.jpg_0,t,0,0,0,0,1
18530,eric+clapton_76.jpg_0,h,0,0,0,0,1
18531,eric+clapton_76.jpg_0,e,0,0,0,0,1
18532,farm_9.jpg_0,p,0,0,0,1,0
18533,farm_9.jpg_0,r,0,0,0,1,0
18534,farm_9.jpg_0,o,0,0,0,1,0
18535,farm_9.jpg_0,g,0,0,0,1,0
18536,farm_9.jpg_0,r,0,0,0,1,0
18537,farm_9.jpg_0,a,0,0,0,1,0
18538,farm_9.jpg_0,m,0,0,0,1,0
18539,koala_80.jpg_0,B,0,1,0,0,0
18540,koala_80.jpg_0,u,0,1,0,0,0
18541,koala_80.jpg_0,t,0,1,0,0,0
18542,student_110.jpg_0,p,0,1,0,0,0
18543,student_110.jpg_0,u,0,1,0,0,0
18544,student_110.jpg_0,n,0,1,0,0,0
18545,student_110.jpg_0,c,0,1,0,0,0
18546,student_110.jpg_0,h,0,1,0,0,0
18547,student_110.jpg_0,y,0,1,0,0,0
18548,aquarium_31.jpg_0,F,0,1,0,0,0
18549,aquarium_31.jpg_0,r,0,1,0,0,0
18550,aquarium_31.jpg_0,o,0,1,0,0,0
18551,aquarium_31.jpg_0,m,0,1,0,0,0
18552,coal_46.jpg_0,2,0,0,0,1,0
18553,coal_46.jpg_0,8,0,0,0,1,0
18554,coal_46.jpg_0,3,0,0,0,1,0
18555,coal_46.jpg_0,0,0,0,0,1,0
18556,delhi_9.jpg_0,u,1,0,0,0,0
18557,delhi_9.jpg_0,n,1,0,0,0,0
18558,delhi_9.jpg_0,i,1,0,0,0,0
18559,delhi_9.jpg_0,t,1,0,0,0,0
18560,tree+trunk_32.jpg_0,i,0,0,0,0,1
18561,tree+trunk_32.jpg_0,t,0,0,0,0,1
18562,tree+trunk_32.jpg_0,.,0,0,0,0,1
18563,hiking_122.jpg_0,T,0,0,0,1,0
18564,hiking_122.jpg_0,h,0,0,0,1,0
18565,hiking_122.jpg_0,e,0,0,0,1,0
18566,kerala_113.jpg_0,w,0,1,0,0,0
18567,kerala_113.jpg_0,a,0,1,0,0,0
18568,kerala_113.jpg_0,n,0,1,0,0,0
18569,kerala_113.jpg_0,t,0,1,0,0,0
18570,student_12.jpg_0,t,0,0,0,0,1
18571,student_12.jpg_0,h,0,0,0,0,1
18572,student_12.jpg_0,e,0,0,0,0,1
18573,student_12.jpg_0,i,0,0,0,0,1
18574,student_12.jpg_0,r,0,0,0,0,1
18575,zebra_80.jpg_0,t,1,0,0,0,0
18576,zebra_80.jpg_0,h,1,0,0,0,0
18577,zebra_80.jpg_0,e,1,0,0,0,0
18578,kathak_104.jpg_0,h,1,0,0,0,0
18579,kathak_104.jpg_0,i,1,0,0,0,0
18580,kathak_104.jpg_0,s,1,0,0,0,0
18581,bay+area_58.jpg_0,o,0,0,0,0,1
18582,bay+area_58.jpg_0,n,0,0,0,0,1
18583,bay+area_58.jpg_0,:,0,0,0,0,1
18584,person_38.jpg_0,s,1,0,0,0,0
18585,person_38.jpg_0,a,1,0,0,0,0
18586,person_38.jpg_0,i,1,0,0,0,0
18587,person_38.jpg_0,d,1,0,0,0,0
18588,planet_18.jpg_0,L,0,0,0,0,1
18589,planet_18.jpg_0,i,0,0,0,0,1
18590,planet_18.jpg_0,n,0,0,0,0,1
18591,planet_18.jpg_0,e,0,0,0,0,1
18592,planet_18.jpg_0,s,0,0,0,0,1
18593,planet_18.jpg_0,:,0,0,0,0,1
18594,oxford_80.jpg_0,L,0,1,0,0,0
18595,oxford_80.jpg_0,i,0,1,0,0,0
18596,oxford_80.jpg_0,n,0,1,0,0,0
18597,oxford_80.jpg_0,e,0,1,0,0,0
18598,oxford_80.jpg_0,s,0,1,0,0,0
18599,oxford_80.jpg_0,:,0,1,0,0,0
18600,city+skyline_106.jpg_0,t,0,0,0,1,0
18601,city+skyline_106.jpg_0,h,0,0,0,1,0
18602,city+skyline_106.jpg_0,e,0,0,0,1,0
18603,kite_97.jpg_0,s,0,1,0,0,0
18604,kite_97.jpg_0,e,0,1,0,0,0
18605,kite_97.jpg_0,r,0,1,0,0,0
18606,kite_97.jpg_0,v,0,1,0,0,0
18607,kite_97.jpg_0,e,0,1,0,0,0
18608,kite_97.jpg_0,r,0,1,0,0,0
18609,jogging_94.jpg_0,t,0,0,0,0,1
18610,jogging_94.jpg_0,h,0,0,0,0,1
18611,jogging_94.jpg_0,e,0,0,0,0,1
18612,delhi_1.jpg_0,A,0,0,0,0,1
18613,delhi_1.jpg_0,p,0,0,0,0,1
18614,delhi_1.jpg_0,r,0,0,0,0,1
18615,steel_144.jpg_0,v,0,0,0,1,0
18616,steel_144.jpg_0,i,0,0,0,1,0
18617,steel_144.jpg_0,e,0,0,0,1,0
18618,steel_144.jpg_0,w,0,0,0,1,0
18619,steel_144.jpg_0,e,0,0,0,1,0
18620,steel_144.jpg_0,r,0,0,0,1,0
18621,kerala_53.jpg_0,a,0,0,1,0,0
18622,kerala_53.jpg_0,r,0,0,1,0,0
18623,kerala_53.jpg_0,e,0,0,1,0,0
18624,vintage+cars_132.jpg_0,A,0,0,0,1,0
18625,vintage+cars_132.jpg_0,p,0,0,0,1,0
18626,vintage+cars_132.jpg_0,r,0,0,0,1,0
18627,park_72.jpg_0,G,0,0,0,0,1
18628,park_72.jpg_0,r,0,0,0,0,1
18629,park_72.jpg_0,e,0,0,0,0,1
18630,park_72.jpg_0,g,0,0,0,0,1
18631,war_31.jpg_0,B,0,0,1,0,0
18632,war_31.jpg_0,A,0,0,1,0,0
18633,war_31.jpg_0,N,0,0,1,0,0
18634,hubble_72.jpg_0,w,1,0,0,0,0
18635,hubble_72.jpg_0,i,1,0,0,0,0
18636,hubble_72.jpg_0,l,1,0,0,0,0
18637,hubble_72.jpg_0,l,1,0,0,0,0
18638,hubble_50.jpg_0,h,0,0,0,1,0
18639,hubble_50.jpg_0,a,0,0,0,1,0
18640,hubble_50.jpg_0,l,0,0,0,1,0
18641,hubble_50.jpg_0,f,0,0,0,1,0
18642,kathak_114.jpg_0,f,0,0,0,0,1
18643,kathak_114.jpg_0,o,0,0,0,0,1
18644,kathak_114.jpg_0,r,0,0,0,0,1
18645,indian+musicians_76.jpg_0,y,0,0,0,0,1
18646,indian+musicians_76.jpg_0,o,0,0,0,0,1
18647,indian+musicians_76.jpg_0,u,0,0,0,0,1
18648,indian+musicians_76.jpg_0,r,0,0,0,0,1
18649,bay+area_64.jpg_0,-,0,1,0,0,0
18650,bay+area_64.jpg_0,j,0,1,0,0,0
18651,bay+area_64.jpg_0,a,0,1,0,0,0
18652,bay+area_64.jpg_0,k,0,1,0,0,0
18653,bay+area_64.jpg_0,e,0,1,0,0,0
18654,bay+area_64.jpg_0,.,0,1,0,0,0
18655,road_22.jpg_0,N,0,0,0,0,1
18656,road_22.jpg_0,e,0,0,0,0,1
18657,road_22.jpg_0,w,0,0,0,0,1
18658,bay+area_125.jpg_0,i,0,0,0,1,0
18659,bay+area_125.jpg_0,s,0,0,0,1,0
18660,bay+area_125.jpg_0,:,0,0,0,1,0
18661,van+gogh_148.jpg_0,f,0,0,0,1,0
18662,van+gogh_148.jpg_0,o,0,0,0,1,0
18663,van+gogh_148.jpg_0,r,0,0,0,1,0
18664,mouth+of+a+river_4.jpg_0,t,1,0,0,0,0
18665,mouth+of+a+river_4.jpg_0,h,1,0,0,0,0
18666,mouth+of+a+river_4.jpg_0,e,1,0,0,0,0
18667,farm_51.jpg_0,A,1,0,0,0,0
18668,farm_51.jpg_0,g,1,0,0,0,0
18669,farm_51.jpg_0,e,1,0,0,0,0
18670,kathak_114.jpg_0,A,0,1,0,0,0
18671,kathak_114.jpg_0,p,0,1,0,0,0
18672,kathak_114.jpg_0,r,0,1,0,0,0
18673,kathak_114.jpg_0,i,0,1,0,0,0
18674,kathak_114.jpg_0,l,0,1,0,0,0
18675,war_2.jpg_0,"""",0,0,0,0,1
18676,war_2.jpg_0,t,0,0,0,0,1
18677,war_2.jpg_0,h,0,0,0,0,1
18678,war_2.jpg_0,e,0,0,0,0,1
18679,war_2.jpg_0,i,0,0,0,0,1
18680,war_2.jpg_0,r,0,0,0,0,1
18681,war_2.jpg_0,"""",0,0,0,0,1
18682,stage_89.jpg_0,t,0,1,0,0,0
18683,stage_89.jpg_0,o,0,1,0,0,0
18684,stage_89.jpg_0,.,0,1,0,0,0
18685,stanford+cathedral_131.jpg_0,a,0,0,0,1,0
18686,stanford+cathedral_131.jpg_0,n,0,0,0,1,0
18687,stanford+cathedral_131.jpg_0,d,0,0,0,1,0
18688,resort_98.jpg_0,n,1,0,0,0,0
18689,resort_98.jpg_0,o,1,0,0,0,0
18690,resort_98.jpg_0,t,1,0,0,0,0
18691,jaipur_80.jpg_0,I,0,0,1,0,0
18692,jaipur_80.jpg_0,n,0,0,1,0,0
18693,jaipur_80.jpg_0,c,0,0,1,0,0
18694,jaipur_80.jpg_0,.,0,0,1,0,0
18695,hill_21.jpg_0,o,0,0,1,0,0
18696,hill_21.jpg_0,u,0,0,1,0,0
18697,hill_21.jpg_0,t,0,0,1,0,0
18698,resort_119.jpg_0,w,0,1,0,0,0
18699,resort_119.jpg_0,h,0,1,0,0,0
18700,resort_119.jpg_0,a,0,1,0,0,0
18701,resort_119.jpg_0,t,0,1,0,0,0
18702,delhi_53.jpg_0,h,0,1,0,0,0
18703,delhi_53.jpg_0,a,0,1,0,0,0
18704,delhi_53.jpg_0,v,0,1,0,0,0
18705,delhi_53.jpg_0,e,0,1,0,0,0
18706,museums+in+london_135.jpg_0,y,0,0,0,1,0
18707,museums+in+london_135.jpg_0,o,0,0,0,1,0
18708,museums+in+london_135.jpg_0,u,0,0,0,1,0
18709,museums+in+london_135.jpg_0,.,0,0,0,1,0
18710,net_48.jpg_0,f,0,0,0,0,1
18711,net_48.jpg_0,i,0,0,0,0,1
18712,net_48.jpg_0,l,0,0,0,0,1
18713,net_48.jpg_0,e,0,0,0,0,1
18714,concert_99.jpg_0,a,0,0,0,1,0
18715,concert_99.jpg_0,n,0,0,0,1,0
18716,concert_99.jpg_0,d,0,0,0,1,0
18717,images_125.jpg_0,1,0,0,0,1,0
18718,images_125.jpg_0,9,0,0,0,1,0
18719,images_125.jpg_0,9,0,0,0,1,0
18720,images_125.jpg_0,3,0,0,0,1,0
18721,swan_60.jpg_0,P,0,1,0,0,0
18722,swan_60.jpg_0,l,0,1,0,0,0
18723,swan_60.jpg_0,a,0,1,0,0,0
18724,swan_60.jpg_0,n,0,1,0,0,0
18725,net_61.jpg_0,m,1,0,0,0,0
18726,net_61.jpg_0,e,1,0,0,0,0
18727,net_61.jpg_0,.,1,0,0,0,0
18728,bedroom_12.jpg_0,w,0,0,0,0,1
18729,bedroom_12.jpg_0,i,0,0,0,0,1
18730,bedroom_12.jpg_0,l,0,0,0,0,1
18731,bedroom_12.jpg_0,l,0,0,0,0,1
18732,bob+dylan_44.jpg_0,o,0,0,0,0,1
18733,bob+dylan_44.jpg_0,r,0,0,0,0,1
18734,bob+dylan_44.jpg_0,d,0,0,0,0,1
18735,bob+dylan_44.jpg_0,e,0,0,0,0,1
18736,bob+dylan_44.jpg_0,r,0,0,0,0,1
18737,birds_79.jpg_0,L,0,0,1,0,0
18738,birds_79.jpg_0,i,0,0,1,0,0
18739,birds_79.jpg_0,k,0,0,1,0,0
18740,birds_79.jpg_0,e,0,0,1,0,0
18741,hiking_7.jpg_0,a,0,0,0,1,0
18742,hiking_7.jpg_0,n,0,0,0,1,0
18743,hiking_7.jpg_0,d,0,0,0,1,0
18744,cambridge_125.jpg_0,c,0,0,0,1,0
18745,cambridge_125.jpg_0,a,0,0,0,1,0
18746,cambridge_125.jpg_0,n,0,0,0,1,0
18747,woollens_74.jpg_0,M,0,0,1,0,0
18748,woollens_74.jpg_0,o,0,0,1,0,0
18749,woollens_74.jpg_0,r,0,0,1,0,0
18750,woollens_74.jpg_0,l,0,0,1,0,0
18751,woollens_74.jpg_0,e,0,0,1,0,0
18752,woollens_74.jpg_0,y,0,0,1,0,0
18753,woollens_74.jpg_0,),0,0,1,0,0
18754,kite_140.jpg_0,C,0,0,0,0,1
18755,kite_140.jpg_0,l,0,0,0,0,1
18756,kite_140.jpg_0,i,0,0,0,0,1
18757,kite_140.jpg_0,n,0,0,0,0,1
18758,kite_140.jpg_0,t,0,0,0,0,1
18759,kite_140.jpg_0,o,0,0,0,0,1
18760,kite_140.jpg_0,n,0,0,0,0,1
18761,kite_140.jpg_0,",",0,0,0,0,1
18762,eric+clapton_118.jpg_0,s,0,0,0,0,1
18763,eric+clapton_118.jpg_0,a,0,0,0,0,1
18764,eric+clapton_118.jpg_0,y,0,0,0,0,1
18765,resort_98.jpg_0,u,0,0,1,0,0
18766,resort_98.jpg_0,p,0,0,1,0,0
18767,resort_98.jpg_0,),0,0,1,0,0
18768,kathak_85.jpg_0,f,0,0,1,0,0
18769,kathak_85.jpg_0,o,0,0,1,0,0
18770,kathak_85.jpg_0,n,0,0,1,0,0
18771,kathak_85.jpg_0,t,0,0,1,0,0
18772,places_129.jpg_0,3,0,1,0,0,0
18773,places_129.jpg_0,-,0,1,0,0,0
18774,places_129.jpg_0,6,0,1,0,0,0
18775,bay+area_125.jpg_0,Y,0,0,0,1,0
18776,bay+area_125.jpg_0,o,0,0,0,1,0
18777,bay+area_125.jpg_0,u,0,0,0,1,0
18778,woollens_43.jpg_0,t,0,0,0,1,0
18779,woollens_43.jpg_0,h,0,0,0,1,0
18780,woollens_43.jpg_0,a,0,0,0,1,0
18781,woollens_43.jpg_0,t,0,0,0,1,0
18782,desert_61.jpg_0,R,1,0,0,0,0
18783,desert_61.jpg_0,h,1,0,0,0,0
18784,desert_61.jpg_0,e,1,0,0,0,0
18785,desert_61.jpg_0,i,1,0,0,0,0
18786,desert_61.jpg_0,n,1,0,0,0,0
18787,desert_61.jpg_0,),1,0,0,0,0
18788,road_112.jpg_0,h,1,0,0,0,0
18789,road_112.jpg_0,a,1,0,0,0,0
18790,road_112.jpg_0,v,1,0,0,0,0
18791,road_112.jpg_0,e,1,0,0,0,0
18792,rajasthan_45.jpg_0,p,0,0,0,1,0
18793,rajasthan_45.jpg_0,a,0,0,0,1,0
18794,rajasthan_45.jpg_0,n,0,0,0,1,0
18795,rajasthan_45.jpg_0,e,0,0,0,1,0
18796,rajasthan_45.jpg_0,l,0,0,0,1,0
18797,rajasthan_45.jpg_0,",",0,0,0,1,0
18798,tree+trunk_82.jpg_0,p,0,0,0,1,0
18799,tree+trunk_82.jpg_0,a,0,0,0,1,0
18800,tree+trunk_82.jpg_0,t,0,0,0,1,0
18801,tree+trunk_82.jpg_0,h,0,0,0,1,0
18802,sandwich_61.jpg_0,G,0,0,0,1,0
18803,sandwich_61.jpg_0,a,0,0,0,1,0
18804,sandwich_61.jpg_0,u,0,0,0,1,0
18805,sandwich_61.jpg_0,g,0,0,0,1,0
18806,sandwich_61.jpg_0,e,0,0,0,1,0
18807,maze_109.jpg_0,A,0,0,0,1,0
18808,maze_109.jpg_0,N,0,0,0,1,0
18809,maze_109.jpg_0,Y,0,0,0,1,0
18810,jogging_130.jpg_0,a,0,0,1,0,0
18811,jogging_130.jpg_0,r,0,0,1,0,0
18812,jogging_130.jpg_0,e,0,0,1,0,0
18813,nile_107.jpg_0,a,0,0,0,1,0
18814,nile_107.jpg_0,r,0,0,0,1,0
18815,nile_107.jpg_0,e,0,0,0,1,0
18816,desert_109.jpg_0,g,0,0,0,1,0
18817,desert_109.jpg_0,e,0,0,0,1,0
18818,desert_109.jpg_0,t,0,0,0,1,0
18819,hiking_110.jpg_0,w,0,0,0,0,1
18820,hiking_110.jpg_0,i,0,0,0,0,1
18821,hiking_110.jpg_0,r,0,0,0,0,1
18822,hiking_110.jpg_0,e,0,0,0,0,1
18823,hiking_110.jpg_0,s,0,0,0,0,1
18824,flowers_102.jpg_0,t,0,0,0,1,0
18825,flowers_102.jpg_0,h,0,0,0,1,0
18826,flowers_102.jpg_0,e,0,0,0,1,0
18827,desert_136.jpg_0,w,0,0,0,1,0
18828,desert_136.jpg_0,a,0,0,0,1,0
18829,desert_136.jpg_0,s,0,0,0,1,0
18830,mouth+of+a+river_4.jpg_0,D,0,0,0,1,0
18831,mouth+of+a+river_4.jpg_0,a,0,0,0,1,0
18832,mouth+of+a+river_4.jpg_0,t,0,0,0,1,0
18833,mouth+of+a+river_4.jpg_0,e,0,0,0,1,0
18834,mouth+of+a+river_4.jpg_0,:,0,0,0,1,0
18835,bedroom_92.jpg_0,t,0,0,0,0,1
18836,bedroom_92.jpg_0,h,0,0,0,0,1
18837,bedroom_92.jpg_0,e,0,0,0,0,1
18838,student_128.jpg_0,t,0,0,0,1,0
18839,student_128.jpg_0,h,0,0,0,1,0
18840,student_128.jpg_0,e,0,0,0,1,0
18841,koala_108.jpg_0,F,0,0,0,1,0
18842,koala_108.jpg_0,a,0,0,0,1,0
18843,koala_108.jpg_0,x,0,0,0,1,0
18844,leather_60.jpg_0,T,1,0,0,0,0
18845,leather_60.jpg_0,o,1,0,0,0,0
18846,leather_60.jpg_0,a,1,0,0,0,0
18847,leather_60.jpg_0,l,1,0,0,0,0
18848,village_57.jpg_0,f,0,0,1,0,0
18849,village_57.jpg_0,o,0,0,1,0,0
18850,village_57.jpg_0,r,0,0,1,0,0
18851,farm_125.jpg_0,t,0,1,0,0,0
18852,farm_125.jpg_0,h,0,1,0,0,0
18853,farm_125.jpg_0,e,0,1,0,0,0
18854,farm_125.jpg_0,r,0,1,0,0,0
18855,farm_125.jpg_0,e,0,1,0,0,0
18856,delhi_9.jpg_0,t,0,0,0,0,1
18857,delhi_9.jpg_0,h,0,0,0,0,1
18858,delhi_9.jpg_0,e,0,0,0,0,1
18859,village_75.jpg_0,t,0,0,1,0,0
18860,village_75.jpg_0,h,0,0,1,0,0
18861,village_75.jpg_0,e,0,0,1,0,0
18862,maze_124.jpg_0,>,0,1,0,0,0
18863,maze_124.jpg_0,I,0,1,0,0,0
18864,maze_124.jpg_0,t,0,1,0,0,0
18865,roti_53.jpg_0,T,1,0,0,0,0
18866,roti_53.jpg_0,h,1,0,0,0,0
18867,roti_53.jpg_0,e,1,0,0,0,0
18868,kathak_104.jpg_0,t,0,1,0,0,0
18869,kathak_104.jpg_0,h,0,1,0,0,0
18870,kathak_104.jpg_0,i,0,1,0,0,0
18871,kathak_104.jpg_0,s,0,1,0,0,0
18872,study+room_89.jpg_0,y,0,0,0,0,1
18873,study+room_89.jpg_0,o,0,0,0,0,1
18874,study+room_89.jpg_0,u,0,0,0,0,1
18875,living+room_146.jpg_0,t,0,0,0,0,1
18876,living+room_146.jpg_0,h,0,0,0,0,1
18877,living+room_146.jpg_0,e,0,0,0,0,1
18878,living+room_146.jpg_0,m,0,0,0,0,1
18879,living+room_146.jpg_0,.,0,0,0,0,1
18880,crater_130.jpg_0,1,0,0,1,0,0
18881,crater_130.jpg_0,9,0,0,1,0,0
18882,crater_130.jpg_0,9,0,0,1,0,0
18883,crater_130.jpg_0,3,0,0,1,0,0
18884,road_56.jpg_0,m,0,0,1,0,0
18885,road_56.jpg_0,u,0,0,1,0,0
18886,road_56.jpg_0,s,0,0,1,0,0
18887,road_56.jpg_0,t,0,0,1,0,0
18888,asphalt_88.jpg_0,D,0,0,0,1,0
18889,asphalt_88.jpg_0,a,0,0,0,1,0
18890,asphalt_88.jpg_0,t,0,0,0,1,0
18891,asphalt_88.jpg_0,e,0,0,0,1,0
18892,asphalt_88.jpg_0,:,0,0,0,1,0
18893,places_13.jpg_0,t,0,0,1,0,0
18894,places_13.jpg_0,h,0,0,1,0,0
18895,places_13.jpg_0,e,0,0,1,0,0
18896,nile_20.jpg_0,d,0,0,0,0,1
18897,nile_20.jpg_0,o,0,0,0,0,1
18898,nile_20.jpg_0,?,0,0,0,0,1
18899,aquarium_145.jpg_0,t,0,1,0,0,0
18900,aquarium_145.jpg_0,h,0,1,0,0,0
18901,aquarium_145.jpg_0,e,0,1,0,0,0
18902,peacock_35.jpg_0,U,0,0,0,0,1
18903,peacock_35.jpg_0,S,0,0,0,0,1
18904,peacock_35.jpg_0,A,0,0,0,0,1
18905,richard+feynman_68.jpg_0,A,1,0,0,0,0
18906,richard+feynman_68.jpg_0,p,1,0,0,0,0
18907,richard+feynman_68.jpg_0,r,1,0,0,0,0
18908,stage_136.jpg_0,t,1,0,0,0,0
18909,stage_136.jpg_0,h,1,0,0,0,0
18910,stage_136.jpg_0,e,1,0,0,0,0
18911,woollens_120.jpg_0,3,1,0,0,0,0
18912,woollens_120.jpg_0,8,1,0,0,0,0
18913,woollens_120.jpg_0,6,1,0,0,0,0
18914,van+gogh_4.jpg_0,t,0,0,0,1,0
18915,van+gogh_4.jpg_0,h,0,0,0,1,0
18916,van+gogh_4.jpg_0,e,0,0,0,1,0
18917,images_125.jpg_0,f,0,1,0,0,0
18918,images_125.jpg_0,o,0,1,0,0,0
18919,images_125.jpg_0,r,0,1,0,0,0
18920,wall_124.jpg_0,p,0,0,1,0,0
18921,wall_124.jpg_0,r,0,0,1,0,0
18922,wall_124.jpg_0,i,0,0,1,0,0
18923,wall_124.jpg_0,c,0,0,1,0,0
18924,wall_124.jpg_0,e,0,0,1,0,0
18925,wall_124.jpg_0,.,0,0,1,0,0
18926,jogging_21.jpg_0,L,0,0,0,0,1
18927,jogging_21.jpg_0,i,0,0,0,0,1
18928,jogging_21.jpg_0,n,0,0,0,0,1
18929,jogging_21.jpg_0,e,0,0,0,0,1
18930,jogging_21.jpg_0,s,0,0,0,0,1
18931,jogging_21.jpg_0,:,0,0,0,0,1
18932,tree+trunk_32.jpg_0,S,0,0,1,0,0
18933,tree+trunk_32.jpg_0,C,0,0,1,0,0
18934,tree+trunk_32.jpg_0,.,0,0,1,0,0
18935,sun_146.jpg_0,y,0,0,0,1,0
18936,sun_146.jpg_0,o,0,0,0,1,0
18937,sun_146.jpg_0,u,0,0,0,1,0
18938,museums+in+london_25.jpg_0,t,0,0,0,1,0
18939,museums+in+london_25.jpg_0,e,0,0,0,1,0
18940,museums+in+london_25.jpg_0,x,0,0,0,1,0
18941,museums+in+london_25.jpg_0,t,0,0,0,1,0
18942,birds_28.jpg_0,t,0,0,0,1,0
18943,birds_28.jpg_0,h,0,0,0,1,0
18944,birds_28.jpg_0,e,0,0,0,1,0
18945,window_146.jpg_0,i,0,0,0,1,0
18946,window_146.jpg_0,t,0,0,0,1,0
18947,window_146.jpg_0,',0,0,0,1,0
18948,window_146.jpg_0,s,0,0,0,1,0
18949,rain_91.jpg_0,w,0,0,0,0,1
18950,rain_91.jpg_0,a,0,0,0,0,1
18951,rain_91.jpg_0,r,0,0,0,0,1
18952,jogging_4.jpeg_0,J,1,0,0,0,0
